feedback_text,question,question_num,emotion
A bit fast in explaing,What did you like least about your instructor's teaching?,Q3,disappointment
more class time,What changes would you recommend to improve this course?,Q1,disappointment
None. Satisfied,What changes would you recommend to improve this course?,Q1,satisfaction
I liked that the lectures gave me plenty of time to daydream.,What did you like best about your instructor's teaching?,Q2,boredom
"I like how ma'am is very chill, strict, and organized all the time.",What did you like best about your instructor's teaching?,Q2,satisfaction
"Some topics were rushed, but I reviewed afterward.",What did you like least about your instructor's teaching?,Q3,acceptance
"nothing, he is good with teaching.",What changes would you recommend to improve this course?,Q1,satisfaction
"Some lessons were complex, but they were clarified well.",What did you like least about your instructor's teaching?,Q3,acceptance
The professor makes the lessons fun and interesting.,What changes would you recommend to improve this course?,Q1,joy
I didn’t dislike anything; every lesson left me motivated.,What did you like least about your instructor's teaching?,Q3,joy
The least was that there weren’t more guest talks; they were inspiring.,What did you like least about your instructor's teaching?,Q3,joy
"Minor mistakes were overlooked sometimes, but grading moved faster.",What did you like least about your instructor's teaching?,Q3,acceptance
Very Cleat Instructions,What did you like best about your instructor's teaching?,Q2,joy
Keeping us in check on our actions,What did you like best about your instructor's teaching?,Q2,acceptance
Very creative at teaching,What did you like best about your instructor's teaching?,Q2,joy
Direct to the point,What did you like least about your instructor's teaching?,Q3,acceptance
Nothing—it didn’t help with my learning.,What did you like best about your instructor's teaching?,Q2,disappointment
I found it dull when everything was done the same way.,What did you like least about your instructor's teaching?,Q3,boredom
"maybe the changes to improve this course is the consideration, sometimes he was unfair to unexpected events that can affect the students grade, attend...",What changes would you recommend to improve this course?,Q1,disappointment
Nothing—it was effective and enjoyable.,What did you like least about your instructor's teaching?,Q3,satisfaction
Chill only,What did you like best about your instructor's teaching?,Q2,acceptance
[PROFESSOR] treats us as someone who is responsible for the business we are handling and that is good for building experiences,What did you like best about your instructor's teaching?,Q2,satisfaction
"The subject had so much potential, but it felt wasted due to poor teaching.","Any further, constructive comment:",Q4,disappointment
So unfair groupings,"Any further, constructive comment:",Q4,disappointment
Very Chill,What did you like best about your instructor's teaching?,Q2,acceptance
Sometimes the lectures dragged on and felt hard to focus on.,What did you like least about your instructor's teaching?,Q3,boredom
"I understand the methods used, though they can be improved for better engagement.","Any further, constructive comment:",Q4,acceptance
"The boring delivery was steady, at least.",What did you like best about your instructor's teaching?,Q2,boredom
"The long talks were boring, but at least I knew what to expect.",What did you like best about your instructor's teaching?,Q2,boredom
Everything is excellent,What changes would you recommend to improve this course?,Q1,joy
I loved the course; it’s engaging and inspiring.,What changes would you recommend to improve this course?,Q1,joy
Rarely meeting,What did you like least about your instructor's teaching?,Q3,disappointment
Nothing stood out as bad.,What did you like least about your instructor's teaching?,Q3,satisfaction
"None, because our teacher teaches us in a very nice way",What changes would you recommend to improve this course?,Q1,satisfaction
The teaching style made me feel like I was just memorizing words.,What did you like best about your instructor's teaching?,Q2,disappointment
